nuevo	nove
paródico	parodic
pedestre	pedestre
picaresco	picaresc
telegráfico	telegraphic
globoso	globose
josefino	josephin
menguante	minuente
probabilístico	probabilistic
sumario	summari
controlable	controlabile
deudor	debitor
etimológico	etymologic
georgiano	georgian
indigente	indigente
multiétnico	multiethnic
rampante	rampante
toledano	toledan
anhelante	anhelante
baladí	ordinari
bonachón	bonacie
detectable	detectabile
fangoso	fangose
homérico	homeric
sólito	solite
toxicológico	toxicologic
unidireccional	unidirectional
dentario	dentari
dialógico	dialogic
introspectivo	introspective
montevideano	de Montevideo
superlativo	superlative
timorato	timorate
letrado	litterate
nebuloso	nebulose
palentino	de Palencia
sedante	sedante
velludo	villute
malcriado	maleducate
meteórico	meteoric
pecador	peccatori
salobre	salmastre
asfáltico	asphaltic
interbancario	interbancari
inundable	inundabile
lítico	lithic
proximal	proximal
psicomotor	psychomotor
checheno	chechen
chiita	shiita
clemente	clemente
colérico	choleric
histológico	histologic
inclasificable	inclassificabile
interterritorial	interterritorial
rimbombante	resonante
armamentista	bellicista
burro	asino
empalagoso	indigeste
indigenista	indigenista
insustancial	insubstantial
halagador	adulante
inespecífico	inspecific
irrespirable	irrespirabile
nítrico	nitric
refulgente	refulgente
salmantino	de Salamanca
serológico	serologic
albino	albin
arrocero	risicole
desconcentrado	disconcentrate
estanco	stagnante
interplanetario	interplanetari
noroccidental	nordoccidental
simbiótico	symbiotic
taiwanés	taiwanese
antibiótico	antibiotic
colonizador	colonisante
quístico	cystic
vectorial	vectorial
ventral	ventral
elusivo	elusive
fluctuante	fluctuante
paleontológico	paleontologic
rayano	frontieric
tejano	texan
terroso	terrose
cultivable	cultivabile
descreído	incredule
freático	phreatic
geriátrico	geriatric
hortícola	horticultural
parabólico	parabolic
pirenaico	pyrenee
clamoroso	clamorose
deliberativo	deliberative
dermatológico	dermatologic
desencadenante	discatenante
equidistante	equidistante
gratis	gratis
inculto	inculte
inviolable	inviolabile
laminado	laminate
nororiental	nordoriental
masónico	masonic
montano	montan
nucleico	nucleic
pedante	pedante
saharaui	sahrawi
aceitoso	oleose
antiadherente	antiadherente
balístico	ballistic
combatiente	combattente
egocéntrico	egocentric
filológico	philologic
indicador	indicante
intimidatorio	intimidatori
patrocinador	patrocinante
pescador	piscante
recaudatorio	recolligitori
tradicionalista	traditionalista
antiaéreo	antiaeree
evolucionista	evolutionista
iluso	illudite
inocultable	inoccultabile
santiaguero	de Santiago
absolutista	absolutista
dispositivo	dispositive
interviniente	interveniente
intratable	intractabile
otomano	ottoman
pudoroso	pudic
recombinante	recombinante
sonámbulo	somnambule
cutre	sordide
discordante	discordante
eslavo	slave
incorregible	incorrigibile
indignante	indignante
infortunado	infortunate
lastimoso	lamentabile
platense	platense
quinquenal	quinquennal
volumétrico	volumetric
cautivador	captivante
enhiesto	erecte
infractor	transgredente
radioactivo	radioactive
surtido	assortite
afanoso	laboriose
afrodisíaco	aphrodisiac
ajetreado	agitate
bolchevique	bolchevic
conventual	conventual
hedonista	hedonista
indoloro	indolor
museístico	museal
torvo	torve
asimilable	assimilabile
fotosintético	photosynthetic
germinal	germinal
integrista	integrista
maniqueo	manichee
milanés	milanese
presentable	presentabile
repelente	repellente
calamitoso	calamitose
dominico	dominican
escamoso	squamose
modernizador	modernisante
procaz	insolente
realizable	realisabile
sulfúrico	sulfuric
aprovechable	profitabile
benito	benedictin
compuesto	composite
conformista	conformista
desinhibido	disinhibite
inflable	inflabile
meridiano	meridian
reprobable	reprobabile
societario	de societate
admirador	admirante
episódico	episodic
fenomenológico	phenomenologic
florístico	floristic
fratricida	fratricida
fucsia	fuchsia
guajiro	guajiro
incidente	incidente
parsimonioso	parsimoniose
quimérico	chimeric
soñoliento	somnolente
transatlántico	transatlantic
detallista	minutiose
electrizante	electrisante
erosivo	erosive
exprés	expresse
lóbrego	lugubre
mistral	mistral
retardado	retardate
rotativo	rotative
antinatural	antinatural
antiviral	antiviral
campante	campante
caníbal	cannibal
convocante	convocante
irascible	irascibile
naviero	naval
prohibitivo	prohibitive
sismológico	seismologic
sistólico	systolic
urbanizable	urbanisabile
cuantificable	quantificabile
intransitable	intransibile
tratante	tractante
despampanante	stupefaciente
pecuniario	pecuniari
señero	singular
artero	insidiose
camilo	camillian
cardiorrespiratorio	cardiorespiratori
comunicante	communicante
expeditivo	expeditive
psicopedagógico	psychopedagogic
voluble	volubile
esperpéntico	excentric
espongiforme	spongiforme
glabro	glabre
intracelular	intracellular
omnisciente	omnisciente
sunita	sunnita
tonal	tonal
abonado	abonate
argumentativo	argumentative
brioso	vigorose
cabezón	testose
corredizo	glissante
divisional	divisional
mejorable	meliorabile
resbaloso	glissante
romance	romance
kilométrico	kilometric
edáfico	edaphic
evangelizador	evangelisante
suntuario	sumptuari
aguileño	aquilin
anticomunista	anticommunista
bioclimático	bioclimatic
centroeuropeo	centroeuropee
desenvuelto	disinvolte
factorial	factorial
hacendario	financiari
monoparental	monoparental
represor	repressor
turbador	turbatori
americanista	americanista
calentito	calide
cojonudo	stupende
cojudo	accolionate
drogadicto	narcomane
epitelial	epithelial
geomorfológico	geomorphologic
imperdible	imperdibile
indiferenciado	indifferenciate
inepto	inepte
inserto	inserite
israelita	israelita
neozelandés	neozelandese
quincenal	bimensual
sacramental	sacramental
vinícola	vinicole
alícuota	aliquote
benevolente	benevolente
condicionante	conditionante
huracanado	tempestuose
irrealizable	irrealisabile
irredento	irredimibile
economicista	purmente economic
existencialista	existentialista
reumatoide	rheumatoide
sabático	sabbatic
tempranero	precoce
terreno	terren
campechano	cordial
candoroso	candide
trashumante	transhumante
acuífero	aquiferee
durable	durabile
efectista	effectista
encinta	incinte
indistinto	indistincte
piloso	pilose
temporario	temporari
agente	agente
anglicano	anglican
determinista	determinista
femoral	femoral
fermentado	fermentate
filogenético	phylogenetic
herbívoro	herbivore
jordano	jordanian
macilento	emaciate
medicamentoso	medicamentose
radicular	radicular
regionalista	regionalista
báltico	baltic
estimable	estimabile
fenotípico	phenotypic
intruso	intruse
postural	postural
prusiano	prussian
vario	varie
antitabaco	antitabaco
estentóreo	stentoree
insaturado	insaturate
levantino	levantin
operador	operante
puritano	puritan
articulador	articulante
escolástico	scholastic
extensor	extensor
impresentable	impresentabile
interurbano	interurban
júnior	junior
monoclonal	monoclonal
newtoniano	newtonian
opresor	oppressor
albanés	albanese
encefálico	encephalic
explotador	exploitante
nitroso	nitrose
violatorio	violatori
disruptivo	disruptive
ergonómico	ergonomic
flexor	flexor
impronunciable	impronunciabile
ingrávido	sin peso
maleable	malleabile
psicosomático	psychosomatic
puerco	porcin
yermo	deserte
biométrico	biometric
conquistador	conquirente
dúctil	ductile
eucarístico	eucharistic
impracticable	impracticabile
practicante	practicante
vacuo	vacue
ascético	ascetic
bicameral	bicameral
evanescente	evanescente
frugal	frugal
imputable	imputabile
carnicero	carnicer
decisorio	decisori
eslovaco	slovac
etíope	ethiope
hablador	parlante
malintencionado	malintentionate
abiótico	abiotic
actuante	actuante
contador	contatori
dicotómico	dichotomic
favorecedor	favoriente
inconsolable	inconsolabile
recursivo	recursive
afeminado	effeminate
ario	arian
direccional	directional
estriado	striate
granítico	granitic
pino	inclinate
siberiano	siberian
índico	indic
anfibio	amphibie
deducible	deducibile
telescópico	telescopic
unicelular	unicellular
acrítico	acritic
epidérmico	epidermic
extático	extatic
inapreciable	inappreciabile
irreprimible	irreprimibile
subrepticio	surrepticie
trinitario	trinitari
consensual	consensual
curable	curabile
extrínseco	extrinsec
oblongo	oblonge
pendular	pendular
presuntuoso	presumptuose
declarativo	declarative
expresable	exprimibile
justificativo	justificative
modificable	modificabile
autonomista	autonomista
catalítico	catalytic
comprobable	confirmabile
gregario	gregari
purificador	purificante
reconstructivo	reconstructive
sudanés	sudanese
cortical	cortical
horripilante	horripilante
inconstante	inconstante
infecto	infecte
interministerial	interministerial
maquiavélico	machiavellic
zigzagueante	zigzagante
úrico	uric
acerado	acierate
demasiado	excessive
deontológico	deontologic
espartano	spartan
intramuscular	intramuscular
irreprochable	irreprochabile
parenteral	parenteral
preelectoral	preelectoral
semiconductor	semiconductor
convaleciente	convalescente
desperdiciado	dispendite
monástico	monastic
siderúrgico	siderurgic
tendencioso	tendentiose
tunecino	tunecin
amoral	amoral
estratosférico	stratospheric
historicista	historicista
inmigratorio	immigratori
iónico	ionic
lanzador	lanceante
rectilíneo	rectilinee
embriagador	inebriante
fútil	futile
iconoclasta	iconoclasta
intestino	intestin
gimnástico	gymnastic
modal	modal
mohoso	mucide
orientativo	orientative
terminológico	terminologic
transitable	transibile
bermejo	vermilie
citológico	cytologic
competidor	competitori
interprovincial	interprovincial
pusilánime	pusillanime
quijotesco	quixotesc
reverencial	reverential
testicular	testicular
algebraico	algebraic
anaerobio	anaerobie
desvergonzado	inavergoniate
fálico	phallic
navegable	navigabile
perfeccionista	perfectionista
suspensivo	suspensive
tecnocrático	technocratic
trepador	scandente
devorador	devorante
galés	gallese
lucio	lucide
misericordioso	misericordiose
bivalvo	bivalve
catódico	cathodic
ionizante	ionisante
ponedor	ponente
pérfido	perfide
sacrosanto	sacrosancte
susurrante	susurrante
tuberculoso	tuberculose
aclaratorio	claratori
batiente	battente
ventoso	ventose
altisonante	altisonante
personalista	personalista
reembolsable	reimbursabile
sindicalista	syndicalista
asumible	assumibile
democratizador	democratisante
innoble	ignobile
irreflexivo	irreflexive
maoísta	maoista
substancial	substantial
vidriado	vitriate
ardoroso	ardorose
climatizado	climatisate
inductivo	inductive
interventor	interveniente
pegadizo	contagiose
abisal	abyssal
anémico	anemic
bidireccional	bidirectional
debutante	debutante
digerible	digeribile
indetectable	indetectabile
narrador	narrante
relativista	relativista
seropositivo	seropositive
disonante	dissonante
execrable	execrabile
psicopatológico	psychopathologic
garante	garante
nacarado	nacrate
recuperable	recuperabile
semicircular	semicircular
sinérgico	synergic
sionista	sionista
abortivo	abortive
copernicano	copernican
extensible	extensibile
formalista	formalista
lucido	lucite
teleológico	teleologic
catártico	cathartic
compositor	compositor
endotelial	endothelial
epigenético	epigenetic
incestuoso	incestuose
noto	note
parlanchín	loquace
presumido	presumite
tragicómico	tragicomic
lúbrico	lubric
misógino	misogyne
moscovita	moscovita
taxativo	taxative
adepto	adepte
correccional	correctional
incapacitado	incapacitate
luterano	lutheran
ahorrador	sparniante
artista	artista
autocrático	autocratic
espasmódico	spasmodic
fisiográfico	physiographic
hawaiano	hawaian
heurístico	heuristic
impío	impie
indistinguible	indistinguibile
neblinoso	nebulose
paralítico	paralytic
antropomorfo	anthropomorphe
caballeresco	cavalleresc
entomológico	entomologic
malayo	malaysian
puntilloso	punctiliose
claustrofóbico	claustrophobic
desventajoso	disavantagiose
escrutador	scrutante
nihilista	nihilista
pandémico	pandemic
sibilino	sibyllin
abúlico	abulic
balcánico	balkanic
beatífico	beatific
estratigráfico	stratigraphic
fonográfico	phonographic
islandés	islandese
licencioso	licentiose
níveo	nivee
ornitológico	ornithologic
presumible	presumibile
primado	primate
rompedor	rumpente
sódico	sodic
tangencial	tangential
antiséptico	antiseptic
boyante	boiante
calloso	callose
numeral	numeral
puntuable	punctuabile
astringente	astringente
bajista	bassista
caballeroso	cavallerose
desmontable	dismontabile
diastólico	diastolic
filosofal	philosophal
superador	superante
consolador	consolante
incorpóreo	incorporee
ingobernable	ingovernabile
masoquista	masochista
plebeyo	plebeie
tarado	tarate
zodiacal	zodiacal
adjetivo	adjectival
andrógino	androgyne
concebible	concipibile
contenedor	continente
contribuyente	contribuente
expendedor	expendente
extrasolar	extrasolar
libresco	libresc
paramétrico	parametric
transaccional	transactional
hiperbólico	hyperbolic
idiopático	idiopathic
incorruptible	incorruptibile
inenarrable	inenarrabile
lactante	lactante
militarista	militarista
posicional	positional
reprochable	reprochabile
rocambolesco	rocambolesc
supino	supine
caucásico	caucasic
censurable	censurabile
colonialista	colonialista
inhibitorio	inhibitori
inquisitorial	inquisitorial
sináptico	synaptic
traductor	traductor
craso	crasse
empleador	empleante
gruñón	grunnitor
inveterado	inveterate
pectoral	pectoral
totalizador	totalisante
acético	acetic
dialogante	dialogante
director	director
distinguible	distinguibile
paranoide	paranoide
plurianual	pluriannual
templario	templari
chirriante	stridente
desvanecido	dissipate
prefrontal	prefrontal
serpenteante	serpente
afónico	aphonic
cesante	cessante
egregio	egregie
jurisprudencial	jurisprudential
neuromuscular	neuromuscular
restaurador	restaurante
toscano	toscan
astrológico	astrologic
faunístico	faunistic
helvético	helvetic
inflacionista	inflationista
monacal	monachal
vidente	vidente
acrílico	acrylic
agnóstico	agnostic
archivístico	archivistic
ciclónico	cyclonic
cimarrón	salvage
fisicoquímico	physicochimic
indecoroso	indecorose
interprofesional	interprofessional
mandón	autoritari
pelágico	pelagic
asexual	asexual
condenable	condemnabile
correoso	elastic
estabilizador	stabilisante
impalpable	impalpabile
infértil	infertile
macroscópico	macroscopic
recluso	recluse
reutilizable	reutilisabile
somalí	somali
untuoso	unctuose
borrascoso	borrascose
expansionista	expansionista
extracelular	extracellular
inyectable	injectabile
probo	probe
sedicioso	seditiose
adúltero	adulterose
arcano	arcan
herético	heretic
abovedado	voltate
apical	apical
avaro	avar
converso	convertite
disuasivo	dissuasive
esloveno	sloven
granulado	granulate
inmoderado	immoderate
interrogativo	interrogative
mercantilista	mercantilista
privatizador	privatisante
rajado	ragiate
agresor	aggressor
antigénico	antigenic
decenal	decennal
hialino	hyalin
ignominioso	ignominiose
incombustible	incombustibile
limpiador	mundante
mercenario	mercenari
multicéntrico	multicentric
triángulo	triangule
utilitarista	utilitarista
wagneriano	wagnerian
anestésico	anesthetic
civilizador	civilisante
destinatario	destinatari
inicuo	inique
inmanejable	immaneabile
benedictino	benedictin
credencial	credential
dinamizador	dynamisante
fenicio	phenicie
inercial	inertial
irresoluble	irresolubile
legitimador	legitimante
leninista	leninista
libertino	libertin
listado	listate
recargable	recargabile
salomónico	salomonic
subatómico	subatomic
empacador	impaccante
incontrovertible	incontrovertibile
